user_id,username,display_name,language,language_name,profile_id,profile_label,n_posts,p_ai_coding_innovations,p_ai_copyright_theft,p_ai_mass_surveillance,n_ai_coding_innovations,n_ai_copyright_theft,n_ai_mass_surveillance,emp_ai_coding_innovations,emp_ai_copyright_theft,emp_ai_mass_surveillance
user_0534,isabella_foster534,Isabella Foster,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,79,10,0.11,0.79,0.1
user_0535,brooklyn_wood_86,Brooklyn Wood,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,11,80,0.09,0.11,0.8
user_0536,zoe_patterson536,Zoe Patterson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,39,35,26,0.39,0.35,0.26
user_0537,andrew_cooper537,Andrew Cooper,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,54,41,5,0.54,0.41,0.05
user_0538,isaac_bryant_98,Isaac Bryant,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,8,47,0.45,0.08,0.47
user_0539,lucy_ward,Lucy Ward,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,12,47,41,0.12,0.47,0.41
user_0540,abigail_torres540,Abigail Torres,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,12,8,0.8,0.12,0.08
user_0541,brooklyn_sullivan541,Brooklyn Sullivan,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,5,84,11,0.05,0.84,0.11
user_0542,james_ward_55,James Ward,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,14,12,74,0.14,0.12,0.74
user_0543,alex_robertson543,Alex Robertson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,40,31,29,0.4,0.31,0.29
user_0544,avery_foster544,Avery Foster,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,48,7,0.45,0.48,0.07
user_0545,nora_ross_26,Nora Ross,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,38,11,51,0.38,0.11,0.51
user_0546,wyatt_long546,Wyatt Long,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,14,48,38,0.14,0.48,0.38
user_0547,violet_singh547,Violet Singh,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,79,9,12,0.79,0.09,0.12
user_0548,joshua_rice_548,Joshua Rice,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,78,10,0.12,0.78,0.1
user_0549,nathan_hunter_549,Nathan Hunter,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,11,79,0.1,0.11,0.79
user_0550,violet_patterson,Violet Patterson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,30,33,37,0.3,0.33,0.37
user_0551,daniel_mcdonald_551,Daniel Mcdonald,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,36,51,13,0.36,0.51,0.13
user_0552,sebastian_cole_552,Sebastian Cole,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,38,11,51,0.38,0.11,0.51
user_0553,harper_warren_95,Harper Warren,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,13,37,50,0.13,0.37,0.5
user_0554,harper_hughes_61,Harper Hughes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,8,12,0.8,0.08,0.12
user_0555,stella_cooper_555,Stella Cooper,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,14,77,9,0.14,0.77,0.09
user_0556,jack_west_70,Jack West,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,9,78,0.13,0.09,0.78
user_0557,charlotte_gonzales557,Charlotte Gonzales,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,32,29,39,0.32,0.29,0.39
user_0558,eleanor_diaz_21,Eleanor Diaz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,38,53,9,0.38,0.53,0.09
user_0559,aria_henderson_34,Aria Henderson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,13,44,0.43,0.13,0.44
user_0560,ellie_gray_560,Ellie Gray,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,12,47,41,0.12,0.47,0.41
user_0561,sophia_burns_23,Sophia Burns,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,76,11,13,0.76,0.11,0.13
user_0562,emma_gonzales,Emma Gonzales,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,81,8,0.11,0.81,0.08
user_0563,jayden_flores_93,Jayden Flores,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,6,7,87,0.06,0.07,0.87
user_0564,mason_kennedy,Mason Kennedy,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,32,34,0.34,0.32,0.34
user_0565,emily_west_565,Emily West,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,40,48,12,0.4,0.48,0.12
user_0566,luke_diaz,Luke Diaz,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,13,48,0.39,0.13,0.48
user_0567,scarlett_mcdonald_567,Scarlett Mcdonald,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,50,41,0.09,0.5,0.41
user_0568,nora_richardson_70,Nora Richardson,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,12,6,0.82,0.12,0.06
user_0569,mason_long569,Mason Long,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,78,11,0.11,0.78,0.11
user_0570,lucas_russell_570,Lucas Russell,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,8,83,0.09,0.08,0.83
user_0571,gabriel_singh_571,Gabriel Singh,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,35,29,0.36,0.35,0.29
user_0572,savannah_burns_572,Savannah Burns,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,42,14,0.44,0.42,0.14
user_0573,skyler_owens,Skyler Owens,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,47,6,47,0.47,0.06,0.47
user_0574,skylar_powell_574,Skylar Powell,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,49,40,0.11,0.49,0.4
user_0575,benjamin_garcia575,Benjamin Garcia,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,7,10,0.83,0.07,0.1
user_0576,dylan_gonzales_576,Dylan Gonzales,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,78,9,0.13,0.78,0.09
user_0577,casey_wells_50,Casey Wells,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,7,82,0.11,0.07,0.82
user_0578,liam_tucker578,Liam Tucker,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,30,31,39,0.3,0.31,0.39
user_0579,cameron_bryant579,Cameron Bryant,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,41,14,0.45,0.41,0.14
user_0580,grace_graham_73,Grace Graham,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,12,49,0.39,0.12,0.49
user_0581,adrian_warren581,Adrian Warren,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,13,47,40,0.13,0.47,0.4
user_0582,bella_tucker,Bella Tucker,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,9,8,0.83,0.09,0.08
user_0583,jaxon_kelly_46,Jaxon Kelly,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,4,89,7,0.04,0.89,0.07
user_0584,james_tucker,James Tucker,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,4,87,0.09,0.04,0.87
user_0585,luke_ramos_34,Luke Ramos,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,32,30,0.38,0.32,0.3
user_0586,violet_alexander586,Violet Alexander,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,42,48,10,0.42,0.48,0.1
user_0587,nathan_gordon_81,Nathan Gordon,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,8,53,0.39,0.08,0.53
user_0588,andrew_boyd_52,Andrew Boyd,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,47,45,0.08,0.47,0.45
user_0589,grayson_alexander,Grayson Alexander,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,75,9,16,0.75,0.09,0.16
user_0590,aurora_howard,Aurora Howard,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,15,75,10,0.15,0.75,0.1
user_0591,sofia_butler_71,Sofia Butler,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,7,83,0.1,0.07,0.83
user_0592,emma_walsh_13,Emma Walsh,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,35,35,30,0.35,0.35,0.3
user_0593,wyatt_bennett,Wyatt Bennett,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,44,12,0.44,0.44,0.12
user_0594,dylan_kim594,Dylan Kim,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,10,51,0.39,0.1,0.51
user_0595,savannah_russell595,Savannah Russell,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,15,43,42,0.15,0.43,0.42
user_0596,elizabeth_wood,Elizabeth Wood,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,74,17,9,0.74,0.17,0.09
user_0597,joseph_rice597,Joseph Rice,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,83,9,0.08,0.83,0.09
user_0598,harper_coleman_598,Harper Coleman,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,7,83,0.1,0.07,0.83
user_0599,levi_crawford,Levi Crawford,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,31,34,35,0.31,0.34,0.35
user_0600,samuel_bennett_600,Samuel Bennett,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,36,51,13,0.36,0.51,0.13
user_0601,harper_wood,Harper Wood,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,51,5,44,0.51,0.05,0.44
user_0602,jordan_long_602,Jordan Long,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,45,47,0.08,0.45,0.47
user_0603,harper_gomez_94,Harper Gomez,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,8,12,0.8,0.08,0.12
user_0604,jaxon_henry,Jaxon Henry,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,15,73,12,0.15,0.73,0.12
user_0605,isaac_webb,Isaac Webb,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,11,81,0.08,0.11,0.81
user_0606,victoria_stevens_75,Victoria Stevens,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,30,35,35,0.3,0.35,0.35
user_0607,violet_ward607,Violet Ward,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,42,51,7,0.42,0.51,0.07
user_0608,gabriel_murray_608,Gabriel Murray,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,12,45,0.43,0.12,0.45
user_0609,john_graham_609,John Graham,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,15,41,44,0.15,0.41,0.44
user_0610,matthew_watson_610,Matthew Watson,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,6,10,0.84,0.06,0.1
user_0611,isaac_flores611,Isaac Flores,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,76,12,0.12,0.76,0.12
user_0612,dylan_woods,Dylan Woods,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,15,7,78,0.15,0.07,0.78
user_0613,kendall_bailey,Kendall Bailey,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,31,37,32,0.31,0.37,0.32
user_0614,isabella_ortiz,Isabella Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,49,42,9,0.49,0.42,0.09
user_0615,matthew_hayes_615,Matthew Hayes,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,42,8,50,0.42,0.08,0.5
user_0616,harper_coleman,Harper Coleman,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,6,51,43,0.06,0.51,0.43
user_0617,harper_coleman_44,Harper Coleman,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,11,11,0.78,0.11,0.11
user_0618,aaron_webb,Aaron Webb,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,9,80,11,0.09,0.8,0.11
user_0619,jaxon_reyes_619,Jaxon Reyes,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,12,78,0.1,0.12,0.78
user_0620,sebastian_bailey620,Sebastian Bailey,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,24,41,35,0.24,0.41,0.35
user_0621,jordan_garcia,Jordan Garcia,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,42,49,9,0.42,0.49,0.09
user_0622,joseph_graham_622,Joseph Graham,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,13,42,0.45,0.13,0.42
user_0623,hazel_jenkins_623,Hazel Jenkins,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,56,35,0.09,0.56,0.35
user_0624,andrew_patel_624,Andrew Patel,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,9,11,0.8,0.09,0.11
user_0625,chloe_long625,Chloe Long,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,72,17,0.11,0.72,0.17
user_0626,morgan_rice_13,Morgan Rice,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,11,76,0.13,0.11,0.76
user_0627,skylar_ross_38,Skylar Ross,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,42,25,33,0.42,0.25,0.33
user_0628,jayden_ward_628,Jayden Ward,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,43,10,0.47,0.43,0.1
user_0629,cameron_long,Cameron Long,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,9,45,0.46,0.09,0.45
user_0630,jaxon_jenkins_630,Jaxon Jenkins,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,13,45,42,0.13,0.45,0.42
user_0631,cameron_henry,Cameron Henry,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,14,8,0.78,0.14,0.08
user_0632,grayson_jordan,Grayson Jordan,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,5,84,11,0.05,0.84,0.11
user_0633,emerson_coleman,Emerson Coleman,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,13,79,0.08,0.13,0.79
user_0634,taylor_washington,Taylor Washington,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,26,33,41,0.26,0.33,0.41
user_0635,olivia_porter,Olivia Porter,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,46,9,0.45,0.46,0.09
user_0636,victoria_gibson_95,Victoria Gibson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,9,46,0.45,0.09,0.46
user_0637,ethan_hayes637,Ethan Hayes,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,6,39,55,0.06,0.39,0.55
user_0638,aaron_diaz,Aaron Diaz,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,10,9,0.81,0.1,0.09
user_0639,addison_ross,Addison Ross,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,81,9,0.1,0.81,0.09
user_0640,ethan_nguyen_640,Ethan Nguyen,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,9,80,0.11,0.09,0.8
user_0641,lillian_price,Lillian Price,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,33,33,0.34,0.33,0.33
user_0642,james_griffin_642,James Griffin,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,49,7,0.44,0.49,0.07
user_0643,levi_ramos,Levi Ramos,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,11,46,0.43,0.11,0.46
user_0644,aubrey_sullivan644,Aubrey Sullivan,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,49,43,0.08,0.49,0.43
user_0645,dylan_shaw_645,Dylan Shaw,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,10,9,0.81,0.1,0.09
user_0646,hannah_bailey_646,Hannah Bailey,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,77,12,0.11,0.77,0.12
user_0647,hazel_ellis_73,Hazel Ellis,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,7,82,0.11,0.07,0.82
user_0648,reese_james,Reese James,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,33,31,0.36,0.33,0.31
user_0649,drew_ortiz_188,Drew Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,43,46,11,0.43,0.46,0.11
user_0650,avery_cooper,Avery Cooper,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,42,8,50,0.42,0.08,0.5
user_0651,casey_west_651,Casey West,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,12,44,44,0.12,0.44,0.44
user_0652,parker_barnes,Parker Barnes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,9,14,0.77,0.09,0.14
user_0653,brooklyn_porter_653,Brooklyn Porter,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,17,69,14,0.17,0.69,0.14
user_0654,skylar_richardson654,Skylar Richardson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,6,14,80,0.06,0.14,0.8
user_0655,brooklyn_hicks_63,Brooklyn Hicks,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,32,30,0.38,0.32,0.3
user_0656,reese_boyd656,Reese Boyd,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,53,40,7,0.53,0.4,0.07
user_0657,charlotte_myers657,Charlotte Myers,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,12,44,0.44,0.12,0.44
user_0658,abigail_graham,Abigail Graham,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,49,44,0.07,0.49,0.44
user_0659,harper_reynolds_10,Harper Reynolds,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,8,7,0.85,0.08,0.07
user_0660,aria_nguyen660,Aria Nguyen,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,4,81,15,0.04,0.81,0.15
user_0661,finley_hicks,Finley Hicks,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,13,74,0.13,0.13,0.74
user_0662,charlotte_gonzales_662,Charlotte Gonzales,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,28,33,39,0.28,0.33,0.39
user_0663,mia_ortiz,Mia Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,45,10,0.45,0.45,0.1
user_0664,hayden_reynolds,Hayden Reynolds,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,13,41,0.46,0.13,0.41
user_0665,adrian_garcia_33,Adrian Garcia,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,39,51,0.1,0.39,0.51
user_0666,gabriel_reyes,Gabriel Reyes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,13,4,0.83,0.13,0.04
user_0667,aaron_henderson_77,Aaron Henderson,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,78,12,0.1,0.78,0.12
user_0668,lucy_cox_668,Lucy Cox,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,12,75,0.13,0.12,0.75
user_0669,nathan_crawford_95,Nathan Crawford,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,35,29,36,0.35,0.29,0.36
user_0670,matthew_sanders,Matthew Sanders,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,53,38,9,0.53,0.38,0.09
user_0671,lillian_henry671,Lillian Henry,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,7,50,0.43,0.07,0.5
user_0672,sam_reynolds_44,Sam Reynolds,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,42,51,0.07,0.42,0.51
user_0673,grayson_powell673,Grayson Powell,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,8,7,0.85,0.08,0.07
user_0674,grayson_myers_80,Grayson Myers,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,80,12,0.08,0.8,0.12
user_0675,natalie_watson_675,Natalie Watson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,6,83,0.11,0.06,0.83
user_0676,emily_price,Emily Price,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,35,27,0.38,0.35,0.27
user_0677,henry_butler,Henry Butler,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,38,52,10,0.38,0.52,0.1
user_0678,luke_wallace_678,Luke Wallace,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,4,51,0.45,0.04,0.51
user_0679,grace_cooper_38,Grace Cooper,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,43,49,0.08,0.43,0.49
user_0680,joseph_simmons680,Joseph Simmons,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,87,9,4,0.87,0.09,0.04
user_0681,julian_garcia_681,Julian Garcia,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,65,22,0.13,0.65,0.22
user_0682,emma_wallace,Emma Wallace,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,8,83,0.09,0.08,0.83
user_0683,gabriel_flores_39,Gabriel Flores,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,37,32,31,0.37,0.32,0.31
user_0684,claire_ross684,Claire Ross,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,43,10,0.47,0.43,0.1
user_0685,theodore_gibson685,Theodore Gibson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,35,8,57,0.35,0.08,0.57
user_0686,owen_simpson,Owen Simpson,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,37,52,0.11,0.37,0.52
user_0687,sebastian_simmons_687,Sebastian Simmons,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,9,7,0.84,0.09,0.07
user_0688,aubrey_sullivan688,Aubrey Sullivan,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,85,7,0.08,0.85,0.07
user_0689,quinn_mcdonald,Quinn Mcdonald,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,13,75,0.12,0.13,0.75
user_0690,benjamin_powell,Benjamin Powell,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,24,40,0.36,0.24,0.4
user_0691,lillian_cole_97,Lillian Cole,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,43,46,11,0.43,0.46,0.11
user_0692,dylan_alexander_85,Dylan Alexander,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,13,42,0.45,0.13,0.42
user_0693,emma_perry_693,Emma Perry,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,39,51,0.1,0.39,0.51
user_0694,lucy_garcia,Lucy Garcia,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,8,9,0.83,0.08,0.09
user_0695,lily_howard_695,Lily Howard,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,78,10,0.12,0.78,0.1
user_0696,brooklyn_holmes,Brooklyn Holmes,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,7,80,0.13,0.07,0.8
user_0697,riley_woods,Riley Woods,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,35,32,33,0.35,0.32,0.33
user_0698,scarlett_rivera,Scarlett Rivera,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,46,7,0.47,0.46,0.07
user_0699,jack_murray,Jack Murray,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,47,9,44,0.47,0.09,0.44
user_0700,james_coleman_21,James Coleman,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,43,48,0.09,0.43,0.48
user_0701,jordan_woods,Jordan Woods,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,70,16,14,0.7,0.16,0.14
user_0702,addison_james_702,Addison James,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,82,8,0.1,0.82,0.08
user_0703,john_coleman,John Coleman,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,16,8,76,0.16,0.08,0.76
user_0704,aaron_long_704,Aaron Long,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,27,38,35,0.27,0.38,0.35
user_0705,samuel_hamilton,Samuel Hamilton,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,50,40,10,0.5,0.4,0.1
user_0706,grace_rice706,Grace Rice,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,49,9,42,0.49,0.09,0.42
user_0707,alex_ramos,Alex Ramos,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,16,37,47,0.16,0.37,0.47
user_0708,benjamin_boyd708,Benjamin Boyd,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,9,11,0.8,0.09,0.11
user_0709,daniel_ortiz_709,Daniel Ortiz,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,81,11,0.08,0.81,0.11
user_0710,emerson_woods_710,Emerson Woods,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,7,14,79,0.07,0.14,0.79
user_0711,john_griffin_40,John Griffin,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,34,33,0.33,0.34,0.33
user_0712,benjamin_diaz712,Benjamin Diaz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,37,53,10,0.37,0.53,0.1
